18	12	24
ENSG00000000003	1.01023705333333	1.0578118475	2.222153607
ENSG00000000419	1.08735521	0.941970098333333	1.08596662666667
ENSG00000001630	1.15484634666666	1.03577128583333	2.60786832833334
ENSG00000002834	1.40149435333333	2.06512408766667	4.96755307233333
ENSG00000003056	0.743736046666664	1.5942448765	3.37639654033333
ENSG00000004779	0.670551303333331	0.835080493333334	1.60465383333334
ENSG00000005020	0.697611410000001	0.632798349999997	1.87676493033334
ENSG00000006015	1.3029244751648	1.03214272234482	1.31999491118868
ENSG00000006327	-0.904094886666671	1.071436588	2.08940527933333
ENSG00000006432	-1.39058562638897	-0.623189969174475	-1.8629879570659
ENSG00000006715	1.32117964333333	0.662637204666666	2.24587902666667
ENSG00000007255	1.62493392666667	1.21869467175	1.80407314633333
ENSG00000007944	-1.42733191	-0.771060334166668	-2.02359905333333
ENSG00000008282	1.02938397	0.768584767416669	1.00707749866667
ENSG00000008394	1.16001932666667	1.38160426333333	3.28037237366667
ENSG00000009413	-1.32225078333333	-0.710900943166666	-1.75019588566667
ENSG00000010219	0.893164580999999	1.05991032733333	1.41467146433333
ENSG00000010539	-1.25225433933334	-0.802520415916671	-1.28114906733333
ENSG00000010818	-1.56241066	-0.795840916666668	-3.58185482766666
ENSG00000011332	-1.95713888066667	-2.58719825208333	-5.47585720866667
ENSG00000011426	0.759262853333332	1.32429356125	2.203065783
ENSG00000012660	1.02264114886636	0.719534045527289	1.11035204728848
ENSG00000014164	-0.770931953333336	-0.785113294166671	-1.62147152666667
ENSG00000023608	1.252373659	1.26137203441667	2.54601051433333
ENSG00000024422	0.914922433333333	0.597763358333333	1.64424467333334
ENSG00000024526	0.548759392304722	0.518767309767783	0.716541845064028
ENSG00000027847	-1.80985155533333	-3.42810104741667	-7.231106965
ENSG00000030582	0.807869613333329	0.861431009166668	1.88093564
ENSG00000031691	0.843879368333332	1.04795253408333	2.36401449033334
ENSG00000034510	2.11498656	1.37481250666667	3.64077800266667
ENSG00000035687	0.880956022333333	0.839656416500001	1.66094997433333
ENSG00000037637	-0.749916993333337	-0.881996405833332	-1.14409614333333
ENSG00000039068	1.15304305	0.829062413333331	2.52014304333334
ENSG00000040275	0.558376024489846	1.0100971435103	1.42705250356768
ENSG00000042493	0.837596861375614	1.06911524479727	1.82970582170753
ENSG00000047621	-1.16322914833333	-0.756217973833337	-1.531481386
ENSG00000049245	0.726736227378785	0.583060002100364	0.639432633661228
ENSG00000049449	1.01613288	0.969447739833334	1.50589513
ENSG00000049769	-0.914005701666668	-0.667458913416665	-1.959332616
ENSG00000049860	1.21776948333333	0.922702398499997	1.77494746266667
ENSG00000051523	1.79480711	2.17780347733333	4.13689235666667
ENSG00000052344	1.11630456666667	0.947760638333333	2.32782072
ENSG00000053371	0.896365763333333	0.852317825499998	2.77956185333333
ENSG00000054148	1.11066002	0.534463775833332	0.758409293333336
ENSG00000054219	0.753474829999999	1.38016797633333	2.142538879
ENSG00000055483	-1.55723552	-1.31938256083333	-2.4398308
ENSG00000057608	1.13565644081756	0.67091155669094	0.810554187880732
ENSG00000058729	-1.04104527	-0.665026506666667	-1.43766108333333
ENSG00000059728	-0.834311663885851	-0.541502025428751	-1.02922404053064
ENSG00000061656	1.03178098933333	1.02917978158333	1.92586534566667
ENSG00000063177	0.770276196666664	1.66305735083333	2.75902400333334
ENSG00000064270	1.05343276333333	0.780759600833332	1.78449786333334
ENSG00000064490	0.879825993333333	0.701527756833329	1.27380630633334
ENSG00000064601	1.08296631018847	0.526900179059542	0.740151072523218
ENSG00000064999	-0.806131866345132	-1.27052152669223	-3.53337729581438
ENSG00000065057	1.18309234366666	0.904817091583333	0.847591759666667
ENSG00000065154	1.35514304	1.41645680283333	2.33546761466667
ENSG00000065526	-0.917389879794327	-0.51205460357584	-0.803148528538272
ENSG00000065559	-0.7046404107438	-0.642675009997491	-1.12261801688516
ENSG00000065621	1.088939273	1.04966403491667	1.92540880133334
ENSG00000068654	-0.78488412666667	-0.749679826254656	-0.708940119973377
ENSG00000069399	-1.46161067666667	-0.876544053333334	-2.2406699
ENSG00000070047	-0.954610466666667	-0.601304935000003	-0.614039429999998
ENSG00000070423	-0.578354606654181	-0.793845535907307	-1.28316295984278
ENSG00000070526	1.00508934	1.17228395283333	2.72553469866667
ENSG00000070756	0.984923759999997	0.745185332499999	0.862568460000003
ENSG00000072135	0.535264511365595	0.580261147687898	1.13167823420645
ENSG00000072274	1.44963556333333	1.54754985383333	3.479296097
ENSG00000072422	-1.74440663933333	-0.614831608166668	-1.14296241166667
ENSG00000075239	0.943570879475283	0.972960706455038	1.16389346190712
ENSG00000075391	-0.945857339323068	-0.647329682191929	-1.73066861858475
ENSG00000075413	-0.711509396666666	-0.704304414999999	-1.59936619666666
ENSG00000076716	0.804237129999998	0.771404539666665	1.80960695733334
ENSG00000077044	-1.06084819666667	-0.948042628333338	-1.79327447333333
ENSG00000077549	1.09378719131875	0.675454527612339	0.751356406683393
ENSG00000077721	1.1066605425859	0.776052249711821	1.73940982936668
ENSG00000078177	-1.32284963933334	-1.8521660205	-3.54725190866667
ENSG00000079387	-0.656557604202924	-0.577803345561534	-0.99223117723095
ENSG00000079931	1.321786502	0.687436646833332	1.79491840066667
ENSG00000080824	1.60294699264134	1.25319684456937	1.98818024133958
ENSG00000081014	-0.932019863333334	-0.73036112166667	-1.49786887
ENSG00000081041	-3.43449822689114	-2.19438624602773	-4.0613365886464
ENSG00000081692	-0.868317670000003	-0.717669725000001	-1.07224420333333
ENSG00000083937	0.734462596000001	0.816653876249999	1.37446724366667
ENSG00000084112	-0.840452922555003	-0.641082236802538	-1.39888874401787
ENSG00000084207	1.26342682999999	0.518957011666666	2.03883303333334
