X7.logFC	X7.P.Value
ENSG00000009765	-1.47426969808372	0.0771332796908797
ENSG00000015592	-1.87770480333333	0.0767233394408991
ENSG00000044012	-0.886358229333334	0.0771332796908797
ENSG00000069206	-0.600610173	0.098414543337121
ENSG00000077522	-1.065412108	0.0962292805398617
ENSG00000095970	-1.19019220833333	0.0771332796908797
ENSG00000100373	-1.169523181	0.0227425354654861
ENSG00000102195	-0.697837539666665	0.0771332796908797
ENSG00000105991	-0.675603910333334	0.0827442540893084
ENSG00000107831	-1.67302743133333	0.0878601862789107
ENSG00000108256	-0.762717824333333	0.0996077257799218
ENSG00000110077	-0.581450963398877	0.0996077257799218
ENSG00000112175	-0.678703271333332	0.0793552993384445
ENSG00000112494	-0.970282464333332	0.0827442540893084
ENSG00000113430	-0.863367401666667	0.0878601862789107
ENSG00000113916	1.33553975516667	0.0978752130935614
ENSG00000118473	-0.967497058859248	0.0771332796908797
ENSG00000118777	-0.998626468999998	0.0771332796908797
ENSG00000128965	-0.995550994357617	0.0683754449432244
ENSG00000133317	-0.669666689333333	0.098414543337121
ENSG00000135245	-0.886889628666665	0.0878601862789107
ENSG00000135722	-6.61704922883333	0.0683754449432244
ENSG00000136011	-0.702320304666666	0.0878601862789107
ENSG00000138061	1.08639717033929	0.0683754449432244
ENSG00000140557	-1.642409255	0.0878601862789107
ENSG00000141579	-0.515057242333333	0.0926085875726988
ENSG00000142224	-1.234970254	0.0771332796908797
ENSG00000144792	-0.504572707333333	0.0771332796908797
ENSG00000152475	0.507609229666668	0.0793552993384445
ENSG00000155269	-0.868722142333333	0.0771332796908797
ENSG00000157570	-5.65927691233333	0.000951200151292686
ENSG00000158008	-2.02896564366667	0.0683754449432244
ENSG00000161040	-1.52182365833333	0.0771332796908797
ENSG00000162722	-0.893724707666666	0.097493480880471
ENSG00000163600	-0.546897662999998	0.0771332796908797
ENSG00000163751	-1.031924703	0.0858207946589418
ENSG00000165061	-0.6797746726862	0.0887849813324333
ENSG00000165471	-1.56713371166667	0.0227425354654861
ENSG00000165494	-0.924700181666667	0.0771332796908797
ENSG00000166049	-0.909704716333333	0.0771332796908797
ENSG00000166111	-0.535510150999999	0.0827442540893084
ENSG00000167014	-1.008471869	0.0771332796908797
ENSG00000168542	-0.545886908666665	0.098414543337121
ENSG00000169242	0.804893946000002	0.0771332796908797
ENSG00000169252	-0.865948608333331	0.0771332796908797
ENSG00000172201	-0.698076667	0.0878601862789107
ENSG00000172789	-0.793885329333334	0.0771332796908797
ENSG00000173567	-1.14549147766666	0.0881989136965278
ENSG00000174576	-1.21809467066666	0.0996077257799218
ENSG00000174946	-0.792493402333333	0.098414543337121
ENSG00000176679	-0.910706539306899	0.0771332796908797
ENSG00000176895	-0.597128490999998	0.0771332796908797
ENSG00000178297	-0.755739701078749	0.0793424444703028
ENSG00000178913	-0.622211698333331	0.098414543337121
ENSG00000179144	-0.602358438000001	0.0771332796908797
ENSG00000180083	-0.866975700333332	0.0767233394408991
ENSG00000180872	-1.171582498	0.0391948220892099
ENSG00000183303	-0.626528111999999	0.0878601862789107
ENSG00000183560	-0.862307651666668	0.0902707081026165
ENSG00000183665	-0.711125973833333	0.0878601862789107
ENSG00000183682	-0.699464620666666	0.0878601862789107
ENSG00000185231	-0.722203427	0.0771332796908797
ENSG00000185966	-1.264362668	0.0878601862789107
ENSG00000186143	-1.18974201266667	0.0771332796908797
ENSG00000186603	-0.749907951666663	0.098414543337121
ENSG00000188338	-1.28359566766666	0.0980489899584504
ENSG00000197776	-0.992142357666665	0.0771332796908797
ENSG00000198841	-0.624058873333332	0.0996688727158287
ENSG00000198870	-0.578808622666666	0.0771332796908797
ENSG00000203664	-1.04288024366667	0.0771332796908797
ENSG00000203727	-0.581519733999998	0.097493480880471
ENSG00000204548	-0.66145864116017	0.0771332796908797
ENSG00000205029	-0.502381035666667	0.0962292805398617
ENSG00000215187	-1.116239474	0.0911320974212881
ENSG00000221843	-2.408195295	0.0683754449432244
ENSG00000226321	-1.3903647	0.0771332796908797
ENSG00000227802	-0.622685680666667	0.0793424444703028
ENSG00000241476	-5.81803519992701	0.000263864571137695
ENSG00000241644	-1.16506480886907	0.0827442540893084
ENSG00000244476	-1.125684812	0.0227425354654861
ENSG00000249948	-1.18155290033333	0.0771332796908797
ENSG00000254535	-0.947318144333331	0.0767233394408991
ENSG00000259772	-0.823910799999999	0.0767233394408991
ENSG00000262191	-0.745143711666667	0.0683754449432244
ENSG00000270170	-0.943252054999996	0.0996742295816404
ENSG00000275722	-1.39588250666666	0.0771332796908797
ENSG00000276025	-0.626528111999999	0.0878601862789107
ENSG00000276747	-1.312016309	0.0878601862789107
ENSG00000277042	-1.39588250666666	0.0771332796908797
ENSG00000278870	-0.657954000999999	0.0978752130935614
ENSG00000279116	-1.72519451333333	0.0771332796908797
ENSG00000280661	-0.504572707333333	0.0771332796908797
ENSG00000280931	-0.626528111999999	0.0878601862789107
ENSG00000280949	-1.312016309	0.0878601862789107
ENSG00000281245	-0.578808622666666	0.0771332796908797
ENSG00000283632	-1.30252756466666	0.0878601862789107
ENSG00000284723	-0.763805138333332	0.0793552993384445
