X48.logFC	X48.P.Value
ENSG00000000003	0.9669149788	0.019812744793284
ENSG00000002549	-0.558164874	8.93845989154438e-07
ENSG00000002587	0.5145660286	3.32892948730643e-06
ENSG00000004468	0.978251388800001	0.000159828296202817
ENSG00000005075	0.617762771125743	0.00469533411454146
ENSG00000005108	0.5123813012	1.36208973367724e-06
ENSG00000005156	-0.990022052300001	0.000169603253425067
ENSG00000005448	0.5385340498	0.0161557540542323
ENSG00000005882	0.701877920300001	0.0351775967831001
ENSG00000005893	0.681169418381019	0.0459882399209715
ENSG00000006327	-2.2009203659	1.07625950497342e-06
ENSG00000007255	1.5545001956	0.00295202548051332
ENSG00000008086	0.529100622399998	0.0169052411890106
ENSG00000008282	0.661361884	0.00321519008438854
ENSG00000008294	-0.72248631599514	0.000390607152320556
ENSG00000008382	0.5716667458	0.0687824698768074
ENSG00000008441	0.573050348400001	0.0069075974584855
ENSG00000008517	-1.03660525617674	1.09323408835422e-05
ENSG00000010030	-0.780336733900001	8.93845989154438e-07
ENSG00000011201	0.590916952100002	0.0284472395156436
ENSG00000011422	-1.7677285136	2.02529573098998e-05
ENSG00000011523	1.09125867836101	0.0121029908152609
ENSG00000012171	-0.738891415000002	0.0028903862781196
ENSG00000012822	0.8626039486	0.041685309868359
ENSG00000013583	0.980401350000001	0.0572953248541486
ENSG00000015285	0.735553853799999	0.0676056760061827
ENSG00000019549	-0.530572066200002	0.0244970780777611
ENSG00000023445	-1.6904025768	7.04841931176955e-06
ENSG00000024862	0.918531851299999	0.0035103987438539
ENSG00000025434	1.3321462767	0.0133192861176168
ENSG00000026751	-1.1205231444	2.69976956941674e-06
ENSG00000027847	-1.7483921275	0.0023867649936954
ENSG00000034713	0.642726181999999	0.0506712542642753
ENSG00000035115	0.677753125746849	0.0066408630775441
ENSG00000035681	-1.051283647	0.000348872599687702
ENSG00000043591	0.980682167999999	0.0515090055309223
ENSG00000048052	-1.74277197527587	6.54679271313407e-06
ENSG00000048162	-0.809374958999999	0.0935838243691704
ENSG00000049249	-1.2590729875	0.000114119831296681
ENSG00000049769	-0.613596050199999	0.0142142488902543
ENSG00000051180	-0.577717555800001	0.0738880694323232
ENSG00000052749	-1.340878722	0.0174247817185619
ENSG00000053254	1.107173291	0.0792319440869864
ENSG00000053371	0.7973346276	0.000396527037789904
ENSG00000054148	0.764625361	0.0731051147124316
ENSG00000055332	-1.13093847416271	7.0324192844786e-07
ENSG00000055483	-1.0507207876	0.00412533261578002
ENSG00000056558	-1.6415977259	0.00571590900577905
ENSG00000057657	-0.519970199277531	0.00463213132399986
ENSG00000058056	0.905794875099998	1.19600787962211e-05
ENSG00000058085	-0.686343892103091	0.0483287711492957
ENSG00000059378	-1.0719945055	1.25014554465081e-06
ENSG00000059728	-1.80505100224618	0.000876519404052543
ENSG00000059769	-0.582930789300001	0.00113239518949187
ENSG00000060140	-0.923534905499998	0.00556368510727322
ENSG00000060982	-0.890292263655625	0.00429101331205483
ENSG00000062194	-0.631429103999999	0.00339470360466072
ENSG00000063854	0.993967833999999	0.0313562415005078
ENSG00000065060	0.513279177999999	0.00240629290050118
ENSG00000065154	0.557323827	0.00616800746873381
ENSG00000065526	-1.53829259976296	0.00418449271507339
ENSG00000065618	-0.891088092199998	0.0136967583484485
ENSG00000066697	-1.78071702675787	1.86800776974562e-06
