X24.logFC	X24.adj.P.Val
ENSG00000000003	2.222153607	0.00712116126804854
ENSG00000000419	1.08596662666667	0.0899795294000661
ENSG00000000457	-1.064841838	0.0392786688633662
ENSG00000001036	0.615400971423237	0.0670344094721563
ENSG00000001084	1.22760151066667	0.0259754906743491
ENSG00000001497	-0.589774293333334	0.0778172229582728
ENSG00000001561	1.935479916	0.00348121371495373
ENSG00000001630	2.60786832833334	0.00696123435523255
ENSG00000002330	1.18150774812979	0.00563162533935807
ENSG00000002586	1.77002591066667	0.00358458334090166
ENSG00000002587	1.689559387	0.0424877729839598
ENSG00000002834	4.96755307233333	0.00607057758527647
ENSG00000003056	3.37639654033333	0.00135150251619285
ENSG00000003147	-1.16393414936739	0.0139352961697244
ENSG00000003436	0.91712743062568	0.0038310321304578
ENSG00000003989	1.66650278966667	0.00597673463795515
ENSG00000004142	-0.776631099999998	0.00576421053305004
ENSG00000004399	0.793284338666668	0.00703307061734488
ENSG00000004779	1.60465383333334	0.0310946088460037
ENSG00000004848	-1.21336872666666	0.097473384909674
ENSG00000004866	0.631530745017562	0.0741089051796832
ENSG00000004961	-0.866602153333333	0.0523784898878892
ENSG00000004975	2.071257947	0.0205520105424496
ENSG00000005020	1.87676493033334	0.0189014185378719
ENSG00000005059	2.04520923633333	0.023793364172984
ENSG00000005108	-3.28753059366667	0.0047430198477566
ENSG00000005156	-2.40881851266666	0.00232673320656583
ENSG00000005238	-2.06896089876045	0.00751403052337749
ENSG00000005243	0.919595060333334	0.0146861375434468
ENSG00000005339	-2.41831094833333	0.00332200640609421
ENSG00000005436	-1.470595535	0.0145699763095558
ENSG00000005483	-1.10870026288603	0.0205233927300668
ENSG00000005700	-1.57831689	0.00299427240290232
ENSG00000005801	-0.700606879666666	0.0642856802985818
ENSG00000005882	1.09597790433334	0.0248537935313085
ENSG00000005884	2.72254727766667	0.0623514664871888
ENSG00000005961	-1.37847014033333	0.084692728575963
ENSG00000006015	1.31999491118868	0.0175502392943497
ENSG00000006016	1.04705494033334	0.0155383003507023
ENSG00000006042	1.574742228	0.00597547947655508
ENSG00000006118	-0.701693223333331	0.0162145255619376
ENSG00000006125	2.06656203066667	0.00798837044486297
ENSG00000006327	2.08940527933333	0.0978460269258491
ENSG00000006377	1.25799835766667	0.0202194515717265
ENSG00000006432	-1.8629879570659	0.00153927133666166
ENSG00000006530	0.812364337000002	0.00927667380125103
ENSG00000006611	-0.711859407999996	0.0266789465470668
ENSG00000006634	0.656221714266441	0.0365240917142486
ENSG00000006652	-0.952575620666668	0.0266300483181981
ENSG00000006704	-2.22046856666667	0.00253980281665416
ENSG00000006715	2.24587902666667	0.00332200640609421
ENSG00000006757	0.500626335	0.0152120049379776
ENSG00000006837	-1.23223780866666	0.00459059202278423
ENSG00000007202	-1.326264244	0.0644720095659702
ENSG00000007216	1.21861455966667	0.0122300157709829
ENSG00000007255	1.80407314633333	0.00319621063197709
ENSG00000007384	1.80098376166667	0.0872105447073093
ENSG00000007944	-2.02359905333333	0.00640840455486868
ENSG00000008083	-1.715113829	0.00175810734133623
ENSG00000008086	-2.45990561633333	0.00131979921489569
ENSG00000008128	0.74034016666667	0.0557453354203352
ENSG00000008196	-0.591095820999998	0.0897451090797717
ENSG00000008282	1.00707749866667	0.00456518632947029
ENSG00000008294	-1.39717832351795	0.00837023647892163
ENSG00000008324	1.092875006	0.0364781281891625
ENSG00000008382	0.840802490333333	0.00844978009898693
ENSG00000008394	3.28037237366667	0.0355913188413588
ENSG00000008513	2.28128313933334	0.092889319444939
ENSG00000008516	-2.69168074170098	0.00698200045745804
ENSG00000008853	1.38224064233334	0.00645601347339593
ENSG00000008988	-0.78860361666666	0.00354797456441186
ENSG00000009307	-1.33602644333333	0.0101450641876707
ENSG00000009413	-1.75019588566667	0.000977320925470166
ENSG00000009709	-1.55265281009555	0.00314890939451917
ENSG00000009765	-2.59328554384987	0.0283727631009176
ENSG00000010072	-0.685957117760895	0.0414322362493331
ENSG00000010165	-0.912910323333332	0.0257567292689773
ENSG00000010219	1.41467146433333	0.0462596690058323
ENSG00000010270	-1.43142521333333	0.00433237749598185
ENSG00000010278	3.326039214	0.00635966038098188
ENSG00000010292	1.23669181794924	0.0593288026175245
ENSG00000010379	-0.564817761666666	0.0284712485667878
ENSG00000010539	-1.28114906733333	0.00269566039404372
ENSG00000010626	0.817240014000002	0.0447148359356522
ENSG00000010810	-0.842955786666665	0.0463833668995685
ENSG00000010818	-3.58185482766666	0.00135150251619285
ENSG00000011083	-1.800176522	0.0116083651686628
ENSG00000011258	0.508362393942378	0.0294484214476497
ENSG00000011275	-0.626442134444437	0.0364181814954386
ENSG00000011304	0.827818263	0.0245268200925096
ENSG00000011332	-5.47585720866667	0.00120364590276479
ENSG00000011426	2.203065783	0.0266878517548859
ENSG00000011523	0.746673846553936	0.0167265558514586
ENSG00000011566	-1.10097678166666	0.068395640919941
ENSG00000012048	2.54566355233333	0.0032419510105955
ENSG00000012171	-1.62199558333333	0.00302103425565158
ENSG00000012232	-0.516527779999995	0.0452066027567516
ENSG00000012660	1.11035204728848	0.00344982369126805
ENSG00000012963	0.969594966333335	0.041924114380905
ENSG00000013297	-1.57171773766666	0.0121181532705657
ENSG00000013306	2.95348932933334	0.0359504813783082
ENSG00000013364	-0.504833223333332	0.0996005110298446
ENSG00000013523	1.46935671633333	0.00441160822817994
ENSG00000013573	-1.09754215352586	0.0541813935550988
ENSG00000013583	2.34559886933333	0.00775346269471574
ENSG00000013588	1.71893111533333	0.0104652688942908
ENSG00000014138	1.297069111	0.0412801583426146
ENSG00000014164	-1.62147152666667	0.0065027679671592
ENSG00000014216	1.34840446466667	0.00173997051472166
ENSG00000014641	1.30008221623283	0.00378778276333323
ENSG00000014914	-0.557252326666665	0.0637591814406626
ENSG00000015479	-0.829011449999996	0.0101202264993825
ENSG00000015592	-3.63105198066666	0.0191619445541514
ENSG00000015676	0.625037042042005	0.00649372322849837
ENSG00000016402	0.751763546391626	0.0206261365621027
ENSG00000018408	-1.02048994354317	0.00522995837408926
ENSG00000019102	-0.623155827999999	0.0774945215343235
ENSG00000019144	-1.4058554660123	0.00541411267533601
ENSG00000019186	0.78668867317552	0.0091229249198622
ENSG00000019991	-0.926982151881777	0.0211556743321717
ENSG00000020181	1.20912561366667	0.0109896966725574
ENSG00000021300	1.35584547	0.0121688554898049
ENSG00000022277	-0.51315176	0.0530003754098368
ENSG00000022567	0.90988645933333	0.0564880197019513
ENSG00000023228	-1.43857459333333	0.00703307061734488
ENSG00000023445	-3.98217878666667	0.000272471686117852
ENSG00000023572	1.665279273	0.0802684156815634
ENSG00000023608	2.54601051433333	0.00125446140524571
ENSG00000023697	-1.00050668333333	0.0240230619715424
ENSG00000023839	-0.505283001502048	0.017917283899572
ENSG00000024422	1.64424467333334	0.00448610402552201
ENSG00000024526	0.716541845064028	0.0138964493138371
ENSG00000025708	-1.11580319	0.0102527753302518
ENSG00000025772	0.722931594401022	0.0150474194505727
ENSG00000025796	1.26917353033181	0.0894920131930918
ENSG00000026025	1.08976291000001	0.0505385201623971
ENSG00000026103	-1.13199533027728	0.00967820068663019
ENSG00000026508	1.7232545	0.00484279805869866
ENSG00000026751	-2.70946345666667	0.000486258654635596
ENSG00000027847	-7.231106965	0.00172678372720205
ENSG00000028137	-0.658382450447762	0.0283975166696059
ENSG00000028277	-0.66381018413571	0.0958868740032472
ENSG00000028310	1.17342262833333	0.0177138949129282
ENSG00000029153	-2.06624511266667	0.00868069093088855
ENSG00000029993	1.46331366139802	0.0137684386166108
ENSG00000030066	1.66488533366667	0.00489564657412569
ENSG00000030582	1.88093564	0.000632194986335064
ENSG00000031691	2.36401449033334	0.00347533147885908
ENSG00000031698	-2.32066483578971	0.00973016743042013
ENSG00000031823	-0.571744343883694	0.0834430187819579
ENSG00000032444	0.953164361666668	0.0131439643144418
ENSG00000033327	1.06854454233333	0.00549100749952553
ENSG00000033800	-1.57599966666667	0.0058215971030381
ENSG00000034152	0.698671988303814	0.0188871834076796
ENSG00000034510	3.64077800266667	0.00670461042135525
ENSG00000035115	1.05872528979481	0.00245240348294235
ENSG00000035141	0.974305363333334	0.00599757687710116
ENSG00000035499	0.895095428333335	0.0503882632956477
ENSG00000035664	-0.560002561333333	0.0131680907430701
ENSG00000035687	1.66094997433333	0.00576421053305004
ENSG00000035862	1.91731143	0.0105696626162863
ENSG00000036828	-0.851950544	0.0306845502783965
ENSG00000037637	-1.14409614333333	0.0160259090414361
ENSG00000037757	2.64996379933334	0.00329162342654276
ENSG00000038002	-0.630503457999998	0.0806562459274077
ENSG00000038210	1.05170273766667	0.0560774972166875
ENSG00000038945	-0.840961077940736	0.00639340690462199
ENSG00000039068	2.52014304333334	0.00122565534157206
ENSG00000039319	0.781366407333335	0.0541293436226684
ENSG00000039537	-1.268869205	0.00316747648870979
ENSG00000039987	-1.62718935266666	0.00593370626817918
ENSG00000040275	1.42705250356768	0.0147578529651868
ENSG00000040341	1.09732217766429	0.0477842746158777
ENSG00000040608	1.110495207	0.0402839742246576
ENSG00000040933	0.720850458333333	0.0992947005253915
ENSG00000041353	-0.609459630999997	0.0399450230220698
ENSG00000041515	-0.803036159947041	0.0842858150309788
ENSG00000041802	-1.15833392333333	0.0239808158511868
ENSG00000041982	-2.47931687466666	0.0134690952527845
ENSG00000041988	-0.73551326102875	0.0144404518791907
ENSG00000042286	-0.869264791028953	0.0998786358853481
ENSG00000042493	1.82970582170753	0.0052379030190483
ENSG00000042753	0.846901820000002	0.034963103787952
ENSG00000042813	-0.686937413582988	0.0202097882368748
ENSG00000042832	-5.13185843033333	0.000776539461293662
ENSG00000043462	-2.01637756666666	0.00892563552011967
ENSG00000044012	-2.25187582966667	0.0829628594144208
ENSG00000044446	0.602426976666668	0.0249628271861112
ENSG00000046651	-0.635843494562096	0.0339383081367278
ENSG00000046653	0.766267637138214	0.00387919887729561
ENSG00000047315	2.03900298833333	0.0631290423949969
ENSG00000047346	-1.54280587666666	0.0299703669092784
ENSG00000047365	-1.17828968066667	0.0997743377789037
ENSG00000047457	0.594101949051185	0.0261008763609577
ENSG00000047579	0.606038768539728	0.0411617910142364
ENSG00000047617	-1.29754433666666	0.0422558333125215
ENSG00000047621	-1.531481386	0.00719489511030419
ENSG00000048471	-0.625756885376037	0.00818322961547664
ENSG00000048740	-1.4545076526267	0.00579329825979619
ENSG00000049089	-2.18930530024341	0.00269803100857831
ENSG00000049167	0.800589680666668	0.0180714367218746
ENSG00000049245	0.639432633661228	0.0323970386372454
ENSG00000049249	-0.989118023333334	0.0582191658315712
ENSG00000049449	1.50589513	0.00261087886295645
ENSG00000049769	-1.959332616	0.0014944730299596
ENSG00000049860	1.77494746266667	0.032406642284012
ENSG00000050130	1.79500223031029	0.00497256691948755
ENSG00000050165	0.548488905894846	0.0532164735314884
ENSG00000050344	0.612357066666668	0.0990493357764528
ENSG00000050426	1.12051951333333	0.0507550949340093
ENSG00000050767	-1.66422894044436	0.00283138996036661
ENSG00000051009	-1.26059421333333	0.0108887835568687
ENSG00000051180	2.00969019933334	0.00624848635486434
ENSG00000051523	4.13689235666667	0.00217756081123417
ENSG00000052344	2.32782072	0.00179745192071723
ENSG00000052795	-1.51559781333333	0.00242241803737785
ENSG00000052802	0.603420000333336	0.0116941589038999
ENSG00000053371	2.77956185333333	0.00245240348294235
ENSG00000053372	2.029553415	0.00172678372720205
ENSG00000053501	-1.33462505520044	0.0025569000887681
ENSG00000053770	-1.01071728833333	0.00314689601074755
ENSG00000054148	0.758409293333336	0.0364823979714769
ENSG00000054219	2.142538879	0.0487239919454236
ENSG00000054598	-1.45036182	0.0618251126701921
ENSG00000054793	-0.871040735902066	0.031721717673088
ENSG00000055044	-1.23750025	0.0573596788751706
ENSG00000055208	-0.638747657338976	0.0245337092990235
ENSG00000055211	0.818291998436279	0.0307334045827752
ENSG00000055332	-0.970051488766113	0.00273778144760088
ENSG00000055483	-2.4398308	0.00131979921489569
ENSG00000055609	-0.749383215023324	0.0148459739658289
ENSG00000055917	-1.69186013166667	0.00332200640609421
ENSG00000056050	1.275451267	0.00910951388959617
ENSG00000056277	0.756425158333334	0.0204686303950453
ENSG00000056558	-4.40251926733333	0.000899975061808669
ENSG00000056678	2.63593669966667	0.00330196189322541
ENSG00000056736	1.19157625566667	0.0471172538889369
ENSG00000056972	0.594865575421395	0.0520073403249077
ENSG00000057294	1.00767245333333	0.0795533075261266
ENSG00000057468	-0.875030211333331	0.00576421053305004
ENSG00000057593	-0.818808987666666	0.0555877432212932
ENSG00000057608	0.810554187880732	0.0751393118598201
ENSG00000057657	-0.515027472245861	0.0767011231205623
ENSG00000057663	0.613955738163982	0.0224353538193247
ENSG00000057704	-1.343854809	0.0165720229041517
ENSG00000058063	1.006430271	0.0306798396342632
ENSG00000058262	2.724156661	0.018640436882054
ENSG00000058729	-1.43766108333333	0.00228853491329961
ENSG00000058799	0.989945220666668	0.00549900239661943
ENSG00000058866	-2.04233352366667	0.00210574374550267
ENSG00000059377	1.318865425	0.0170384960448784
ENSG00000059588	1.644932724	0.0771567129884802
ENSG00000059728	-1.02922404053064	0.00358191952082106
ENSG00000060140	-1.92343137333334	0.0032419510105955
ENSG00000060339	-1.75408608333333	0.00381634588410715
ENSG00000060656	0.516075883813119	0.0772598791079188
ENSG00000060709	-0.815270348015368	0.0924107300645821
ENSG00000060762	1.50476138193209	0.00465287264686653
ENSG00000060971	-0.757475356666664	0.0835532271404408
ENSG00000060982	-0.818072595318793	0.0205233927300668
ENSG00000061656	1.92586534566667	0.00301247259793778
ENSG00000062038	1.37165535333333	0.0128475984301917
ENSG00000062524	-0.532432666043602	0.0696551573494651
ENSG00000062582	-0.522597106666667	0.0330021990150498
ENSG00000062598	-0.879130569447431	0.00735055346488535
ENSG00000062725	-1.23075784533333	0.0302524111128802
ENSG00000063169	-1.43609693034894	0.0281851449566546
ENSG00000063177	2.75902400333334	0.0259754906743491
ENSG00000063180	-1.194598535	0.017223119905729
ENSG00000063241	1.83255520566667	0.00207233939142796
ENSG00000063660	0.734506519000003	0.00927893878165634
ENSG00000063854	1.13131280666667	0.0243709613979661
ENSG00000064042	1.19084594273971	0.00757862544016157
ENSG00000064205	0.607702682666667	0.0525891776771012
ENSG00000064225	0.561080493333333	0.0192151143244246
ENSG00000064270	1.78449786333334	0.00241284672145131
ENSG00000064490	1.27380630633334	0.00702151703423863
ENSG00000064545	1.05491922	0.0905464277778192
ENSG00000064547	0.551023985666668	0.0126023720973751
ENSG00000064601	0.740151072523218	0.0143659065245075
ENSG00000064666	0.705541215	0.0644518703324138
ENSG00000064763	0.899812277666667	0.0663875409968167
ENSG00000064787	1.13700508926799	0.0675173689857453
ENSG00000064932	-1.22902000215725	0.00191908530883952
ENSG00000064995	0.757700932666668	0.00601438023441446
ENSG00000064999	-3.53337729581438	0.000864597635710934
ENSG00000065000	-1.57580241633333	0.0188503019260856
