X18.logFC	X18.P.Value
ENSG00000000003	1.01023705333333	1.08093524448496e-06
ENSG00000000419	1.08735521	4.83760406153773e-06
ENSG00000000457	-0.795111783333333	4.26357584836623e-05
ENSG00000000971	0.80595302209552	5.74774321609236e-06
ENSG00000001084	0.650738793333333	4.71423405928741e-05
ENSG00000001630	1.15484634666666	1.3692300418874e-06
ENSG00000002330	0.693010139999998	3.90421421938574e-05
ENSG00000002586	0.937484175333332	4.93643554778331e-06
ENSG00000002834	1.40149435333333	1.18454816613022e-06
ENSG00000003056	0.743736046666664	3.15221531354413e-05
ENSG00000003436	1.25298229175497	8.36643630153233e-07
ENSG00000003756	-0.904714036666668	1.51739764515309e-06
ENSG00000004142	-0.501409413333337	5.39740457437175e-05
ENSG00000004779	0.670551303333331	1.18450869480908e-05
ENSG00000005020	0.697611410000001	1.05811676107811e-05
ENSG00000005059	0.618888703333329	3.99877256681553e-05
ENSG00000005108	-1.845361535	4.57890110334858e-07
ENSG00000005187	0.883477476666667	1.16985976784675e-05
ENSG00000005194	-0.97640314723407	4.58233426361101e-06
ENSG00000005238	-0.79208358600213	2.02648639707117e-05
ENSG00000005339	-0.960891783333338	8.51834560809385e-06
ENSG00000005436	-0.638971689666666	1.44966190492318e-05
ENSG00000005700	-0.583770700000002	0.000126612634143049
ENSG00000005810	-0.62329006551203	2.58948830806e-05
ENSG00000005882	0.559854556666668	8.654797461612e-05
ENSG00000005884	0.605522839999999	0.000430862579929253
ENSG00000006015	1.3029244751648	7.59944370158326e-07
ENSG00000006062	-0.854314476666669	1.16134701664636e-05
ENSG00000006125	0.822325170999999	0.00015017155114044
ENSG00000006327	-0.904094886666671	7.06672398399446e-06
ENSG00000006432	-1.39058562638897	4.70749216703126e-07
ENSG00000006468	0.528003171411989	0.000590167703365928
ENSG00000006534	0.541133734707987	2.67911385070633e-05
ENSG00000006611	0.619415832333332	2.33951467860217e-05
ENSG00000006695	-0.804243343666666	4.66891022446997e-05
ENSG00000006704	-0.768933726666669	7.02828825062725e-06
ENSG00000006715	1.32117964333333	4.57890110334858e-07
ENSG00000006747	0.687278141999999	0.000152799211704227
ENSG00000007062	1.18164664533333	2.41560591283246e-06
ENSG00000007080	0.540804617999999	0.000527187005332646
ENSG00000007168	-0.530643415344804	4.30082193945601e-05
ENSG00000007255	1.62493392666667	9.11022950683817e-07
ENSG00000007944	-1.42733191	1.53337781520768e-06
ENSG00000008086	-0.707342303333334	0.000254323733146441
ENSG00000008282	1.02938397	1.66853305316982e-06
ENSG00000008294	-0.594742275658422	7.47709915678467e-05
ENSG00000008300	-0.834282161333336	3.65879834725199e-06
ENSG00000008382	0.866897368999995	4.09313256645372e-05
ENSG00000008394	1.16001932666667	4.26998872573664e-07
ENSG00000008405	-0.691986385333335	3.13784822315249e-05
ENSG00000009307	-0.667812776666669	3.81793047585872e-05
ENSG00000009413	-1.32225078333333	9.40592691497385e-07
ENSG00000009780	-0.737622312208235	2.48499659261603e-05
ENSG00000009844	-0.582145806079807	3.79445838839574e-05
ENSG00000010030	-0.689159476666666	0.000258604290717015
ENSG00000010219	0.893164580999999	1.40893009619969e-05
ENSG00000010278	0.840682633333334	4.69460281760492e-06
ENSG00000010292	1.01800006560318	5.04824406676558e-06
ENSG00000010295	-0.593276778666669	0.000679066628063549
ENSG00000010361	0.563977328333332	0.0175138733128794
ENSG00000010438	0.90880884	2.34976383380153e-06
ENSG00000010539	-1.25225433933334	1.35067297317569e-06
ENSG00000010610	-0.573167620000006	0.000275071240625916
ENSG00000010626	0.591926567333332	5.10099588252771e-05
ENSG00000010810	-0.561537663333334	0.000305361235560905
ENSG00000010818	-1.56241066	1.51739764515309e-06
ENSG00000011007	-0.731577498807382	5.6502828216942e-06
ENSG00000011105	0.521309916	0.000845632871940146
ENSG00000011114	-0.562637878018505	3.32697976642996e-05
ENSG00000011275	-0.738997110571285	4.81345691953363e-06
ENSG00000011304	0.562047651999998	9.39505119509894e-05
ENSG00000011332	-1.95713888066667	1.51739764515309e-06
ENSG00000011422	-1.59129915833333	1.56088032957112e-06
ENSG00000011426	0.759262853333332	3.98267999787733e-05
ENSG00000011478	1.09999010066666	8.30790587125092e-06
ENSG00000011566	-0.591375886666668	4.05545018374193e-05
ENSG00000012061	0.788475599584581	1.48967412456347e-05
ENSG00000012171	-0.854082905000003	9.99980707079754e-06
ENSG00000012232	-0.876955183333336	3.14334030745631e-06
ENSG00000012660	1.02264114886636	8.96136647318929e-07
ENSG00000012822	0.909276855999999	1.83512771872854e-05
ENSG00000012983	-1.01309579	5.64392188330238e-06
ENSG00000013275	0.95455095	6.17981192352836e-06
ENSG00000013288	0.66132774333333	3.50325693544308e-05
ENSG00000013561	-0.544646396111548	3.95268265670491e-05
ENSG00000013563	0.876245171666665	5.33019715342566e-06
ENSG00000013583	0.867858183333334	9.75160332118672e-06
ENSG00000013619	-1.012677943	6.9950902839213e-06
ENSG00000013810	0.560554962333334	6.6452552725478e-05
ENSG00000014138	0.642039399333331	0.000147800839101796
ENSG00000014164	-0.770931953333336	0.000406478560651277
ENSG00000014641	0.853414344445503	3.65898761343591e-06
ENSG00000015285	0.762636303999997	1.04636786186046e-05
ENSG00000015568	-0.79145681682648	3.66793691473623e-06
ENSG00000016082	-0.636718441333334	2.4163268829031e-05
ENSG00000016402	0.810519609000001	0.000243870960741629
ENSG00000017260	0.536558860000001	0.000203434198414509
ENSG00000018408	-0.565622441671635	7.66748545611504e-05
ENSG00000019186	0.604373789684682	1.45454965445483e-05
ENSG00000019582	1.243817727	6.17846322172682e-07
ENSG00000020633	-0.644029047666668	2.13855399042618e-05
ENSG00000020922	0.808589011	6.75146128273013e-06
ENSG00000021300	0.872406560000001	8.95743864693539e-05
ENSG00000022840	-0.713974403333334	7.95940515802192e-06
ENSG00000023191	0.989130353333329	1.14777024255565e-06
ENSG00000023445	-1.98617611	2.38572397456221e-07
