X48.logFC	X48.adj.P.Val
ENSG00000000003	-1.43175019604457	8.66459196066459e-05
ENSG00000000419	-0.566857556666669	8.80075183656754e-05
ENSG00000000457	-0.54152809789895	0.00568814371156245
ENSG00000001036	-1.84433278920848	0.000102317380084873
ENSG00000001460	-1.59076919202588	0.000303317527822529
ENSG00000001461	-1.88967544962655	0.000129929689620585
ENSG00000001561	-1.56468696205394	9.07160857900072e-05
ENSG00000001617	-1.81007800246141	0.000195671844721957
ENSG00000001626	-1.54337647655136	0.000160490954779325
ENSG00000001630	-1.45780125278308	0.000703588738976139
ENSG00000002016	0.84462453	4.9629133488187e-05
ENSG00000002330	-1.92633877356376	8.48811328797691e-05
ENSG00000002549	1.34880188	0.0001949778695968
ENSG00000002586	-1.17484395119596	0.001032271609357
ENSG00000002587	0.695223253333331	7.50954705507835e-06
ENSG00000002834	-1.58756373765197	0.000206667645255386
ENSG00000003056	-1.03889020235851	0.00979625433316565
ENSG00000003137	-1.83931179131127	0.00180555872802167
ENSG00000003147	-1.52224008774415	0.000137811028905028
ENSG00000003400	0.616955419696665	7.93303612143731e-05
ENSG00000003402	0.836495364394233	2.39211871832995e-05
ENSG00000003756	0.837720295887414	2.15356560703013e-05
ENSG00000004059	-1.02450302192032	0.0040917535909728
ENSG00000004139	-1.6800618774251	0.000157633031658125
ENSG00000004142	-1.59206270104064	0.000258699611351567
ENSG00000004399	-2.91803654034489	8.66459196066459e-05
ENSG00000004455	-1.65125857433468	0.000135614874771024
ENSG00000004468	2.38809654359227	0.000238972667695328
ENSG00000004660	-1.65936753167868	0.00087969926736361
ENSG00000004700	-1.74257065427617	0.0141237578083809
ENSG00000004776	0.661721342879546	0.00517007417417242
ENSG00000004779	-1.66570903387874	0.000339232100590969
ENSG00000004799	-2.04109799412906	0.000317623367026689
ENSG00000004975	-2.19230137449494	9.00134224264055e-05
ENSG00000005022	-1.65983424128903	0.000225626616413482
ENSG00000005075	-1.28549861920548	0.000500441113427963
ENSG00000005108	1.45618974245926	0.000185029848549291
ENSG00000005187	-1.7081892825912	0.000321768326304638
ENSG00000005243	-1.87577393336923	0.00010984434369891
ENSG00000005302	-2.0620431752652	0.000391006201079152
ENSG00000005339	1.04242935131331	7.62580742409563e-06
ENSG00000005381	-1.56453144220329	0.0209933495342103
