X72.logFC	X72.adj.P.Val
ENSG00000001460	0.574760651749998	0.0902680070170188
ENSG00000001561	0.966410942499999	0.0997513539134311
ENSG00000002549	-1.24529007638889	0.0789475773450286
ENSG00000002587	-0.506134860000003	0.0223161805463443
ENSG00000004809	1.29223725183333	0.0743288325320148
ENSG00000004848	0.5929040715	0.0894499924785812
ENSG00000005059	-0.597449614749999	0.0889277365217077
ENSG00000006062	-0.799616295416668	0.0823423614568906
ENSG00000006534	0.721742187499998	0.0714494479537862
ENSG00000006611	0.775766727746202	0.0263247817979769
ENSG00000006652	-0.729313596208937	0.0183591771640725
ENSG00000007062	0.601858552499998	0.0543972754109453
ENSG00000007174	0.625834497500001	0.0758614716150738
ENSG00000007216	-0.511675823750001	0.0493793528467545
ENSG00000007933	0.70405847416316	0.0438187743293191
ENSG00000008130	-0.641191226541255	0.058044070278675
ENSG00000009765	0.882681983666667	0.0905332372563376
ENSG00000010030	-1.91843034625	0.0488829874722936
ENSG00000010626	0.737993054999999	0.0500401677809229
ENSG00000010810	0.866483995500001	0.0805109398986373
ENSG00000011600	-1.52935823133333	0.0905332372563376
ENSG00000013619	-0.77069671375	0.0855174371584896
ENSG00000016082	-0.804259383500001	0.0384337094215942
ENSG00000021300	0.786507586364737	0.0823423614568906
ENSG00000021645	0.967386782430726	0.0537825589140903
ENSG00000023171	-0.590964127333332	0.057253743813568
ENSG00000023445	-0.809294356666668	0.0843516227161614
ENSG00000024862	0.552240032083333	0.0905332372563376
ENSG00000025772	0.622614480260736	0.0407070618761889
ENSG00000026025	1.38932028133049	0.0241392120486706
ENSG00000027001	0.565899960249998	0.0645826692775979
ENSG00000032742	0.914220477166666	0.0830314492754223
ENSG00000034239	0.996550654685168	0.0184567922379894
ENSG00000038210	-0.602452108249998	0.0655063332412633
ENSG00000038427	1.375047912	0.0319602634641129
ENSG00000039139	0.821280893487194	0.0268190510540815
ENSG00000039537	1.682108839	0.0429484275267102
ENSG00000040199	-0.973330194	0.0178342697853143
ENSG00000042317	0.586718844249998	0.0436042602441115
ENSG00000042832	-0.913708660250002	0.0775661560263717
ENSG00000042980	-0.681273045596402	0.0733926354174202
ENSG00000043143	-0.624707305960746	0.0712351664872756
ENSG00000047648	0.588036850249999	0.0810057221723253
ENSG00000048342	0.922662649148335	0.0419722757276116
ENSG00000049246	-0.523938524419694	0.0805109398986373
ENSG00000050438	0.702167841829206	0.0568994392370737
ENSG00000051180	-0.791145416	0.0639557658964896
ENSG00000052802	-0.687600826749999	0.0105794924136036
ENSG00000054219	0.639379943249999	0.0362690148206636
ENSG00000054392	0.5200591875	0.0268301157436473
ENSG00000054690	-0.747516009666667	0.0789107158763782
ENSG00000055332	-1.37258202725165	0.0457893312670432
ENSG00000055483	-1.35916912045795	0.0815015765588539
ENSG00000055955	-0.849235074791669	0.0905332372563376
ENSG00000056291	-3.0523957262108	0.0290683579645693
ENSG00000056998	0.56851424034083	0.0797621794195066
ENSG00000057019	0.760149200975077	0.074108207925391
ENSG00000057593	-0.70632393875	0.0518084545654139
ENSG00000058600	-0.710072851071288	0.0905332372563376
ENSG00000059378	-1.41276501361111	0.0289967033297684
ENSG00000060140	-0.636315289000005	0.0944583758013118
ENSG00000064199	0.9264741225	0.0350970565033735
ENSG00000064300	-1.09270219475	0.0745203344483917
ENSG00000064692	0.82617190625	0.0301644872198334
ENSG00000064787	0.784882561249999	0.0287533134591713
ENSG00000065328	-0.597376766735939	0.0854397604536545
ENSG00000065534	1.47904733335226	0.0424132684957922
ENSG00000066185	0.781512384999997	0.0467180551191318
ENSG00000067064	-0.691992417499999	0.0682192363279845
ENSG00000067066	-0.717830854537736	0.0625094602208882
ENSG00000067082	-1.50592982400532	0.0774381902936184
ENSG00000067191	-0.774788643235501	0.012319542461294
ENSG00000068079	-2.06886030919444	0.0104187026023954
ENSG00000068615	0.85657757075	0.0917491935187191
ENSG00000068885	0.598675195597078	0.0764433634134144
ENSG00000069399	-0.622368122500003	0.0790976010661705
ENSG00000069764	1.0608387775	0.0332251856158663
ENSG00000070367	0.536163529045357	0.0223161805463443
ENSG00000070495	-0.596349017333335	0.0854061943513463
ENSG00000070669	-0.591190454999999	0.0271246362445988
ENSG00000070718	0.711785498900764	0.0199224758000749
ENSG00000070761	0.533344492499996	0.0498431839626
ENSG00000071051	0.561695972499999	0.058915663220564
ENSG00000071205	-0.650196895000001	0.094890471383322
ENSG00000071282	0.64869531625	0.0789107557482831
ENSG00000072310	-0.535713821846369	0.0706560304943097
ENSG00000072422	1.138952111	0.0400858957435967
ENSG00000072682	0.648512847970417	0.0322538658554833
ENSG00000073605	-0.937336190000002	0.0438952982062634
ENSG00000074047	-0.649057352117831	0.079706266568796
